description,genre
"A 15-year-old teenager, Sara, lives with an apparently normal suburban family. She develops a sixth sense and begins to perceive a series of disturbing messages and clues, which prompt her to enter a dangerous and frightening dimension in order to save a life. In the course of this adventure to a dark parallel universe, Sara must change the world.",Action
"Mobster Tony Thick is expecting $5 million in cash to be delivered by Lenny Long from Los Angeles. Lenny is a mule for the mob and he's gone missing with the cash - is he dead? No one knows. When Lenny is a no show, Thick sends Shady to L.A. to look for the missing cash. Shady has no idea of the crazies he's going to run into. Shady meets Lenny's baby-desperate wife Sally , his ditsy mistress Eve , his muscle-headed brother Louis , his quirky neurosurgeon Dr. Hooker ([[John Heard and a crew of other nut jobs all looking for the missing cash. When Lenny finally shows up in a San Bernardino Hospital in an on-again/off-again coma everything is turned upside down and everyone is on the chase for their share of the cash.",Action
"In 1898, two men are released from the Arizona Territorial Prison. One, mining engineer and geologist Peter Van Hoek , the ""Dutchman"", tells the warden he was framed for the robbery of a gold shipment from the Lisbon Mine. The other, John McBain , killed Bascomb, the man who had cheated him out of his land. The two men head separately to the town of Prescott, where neither is welcome. The marshal, whom Van Hoek accuses of framing him, orders him to leave town on the next stagecoach, at sundown the next day. When the Dutchman gets a room at the hotel, he meets fellow guest Ada Winton, the lonely mistress of Cyril Lounsberry . Meanwhile, McBain rescues Mexican Anita when she is accosted on the street by some men. Though Leslie (Adam Williams, the deputy, saves McBain's life in the ensuing fight, he gives McBain the same deadline to...",Action
A female aerobic instructor is possessed by an evil spirit of a fallen ninja when coming to his aid. The spirit seeks revenge on those who killed him and uses the female instructor's body to carry out his mission. The only way the spirit will leave the aerobic instructor's body is through combat with another ninja.,Action
"China is ripped apart by a civil war, and thousands of displaced refugees swarm into towns not yet ravaged by war. Three such refugees arrive in one town. The three swear an oath of brotherhood in a similar fashion to Liu Bei Guan Yu and Zhang Fei. They join forces with the local rebel leaders to escape to the south before getting into trouble with Lu Feng who is out to exterminate all rebels.",Action
"A search is on for stolen diamonds and a government agent has been killed trying to recover them. When an unsuspecting William Beddoes arrives in Lisbon on behalf of an American bank, he is mistaken for the dead agent's replacement. Hatton-Jones of the British embassy comes to Beddoes' aid. Also taking an interest is Aurora Celeste, the dead man's lover, as well as Steve Antonio, a smuggler, who is being pursued by the law's Amy Franklin. Everyone ends up aboard a yacht belonging to Dr. Mathieson, who appears to be the mastermind of the crime and knows where the hidden diamonds are. Beddoes ends up engineering an escape for all once the gems are safely in the hands of Hatton-Jones, who turns out to be the dead agent's actual successor. Beddoes collects reward money for his efforts. He heads for home, assuming he will never see any of these people...",Action
"Confederate soldier Capt. Colt Saunders comes home to Texas from the war. Victorious supporters of the Union have taken control of his town, including a corrupt commissioner named Cable. When he sees a Yankee insult a Southern belle named Lorna Hunter, the gallant Colt comes to her aid. He isn't aware of her past as a St. Louis dance-hall girl or her villainous true nature. Colt is knocked cold and Lorna steals $900 from him. Her friend, saloon owner Ruby, lets her know that Colt is a wealthy rancher, so Lorna hatches a scheme. She returns his missing $900 and impresses him with her ""honesty."" Colt falls in love and marries her. His ranch, the Bar S, has fallen on hard times. Loyal ranch foreman Innocencio, who looked out for the spread while Colt was off to war, says that Yankees have been rustling their horses with no intervention by...",Action
Veeranna is grandson of Mangamma . Anitha is her daughter and Gokina Rama Rao son-in-law. Malli is their daughter and grand daughter of Mangamma. Mangamma does not like her son in law family resulting in frequent quarrels. But Veeranna and Malli love each other. Yeleswaram Ranga is big rythu of neighbouring village. He does not like Mangamma. Every year there used to be bull fights. Rama Rao bets in the race and promises to marry his daughter with the winner. The opponents cheat them and wins by controlling the bull. Rama Rao commits suicide. They attacked Balakrishna. He killed them and runs away from the village. Everyone thinks he is dead. Finally he returns from Military service with a girl he would like to marry. The reasons behind the twist is rest of the story.,Action
"Esra Kincaid takes land by force and, having taken the Espinoza land, his sights are set on the Castro rancho. US government agent Kearney holds him off till the cavalry shows up and he can declare his love for Juanita ""The Rose of the Rancho.""",Action
"The film opens with the summary execution of a patrol member by poachers and then follows, in quasi-documentary style, reporter Ga Yu (played by Zhang Lei who is sent from Beijing to investigate. In Kekexili he meets Ritai (played by Tibetan actor Tobgyal, or Duo Bujie at the Sky burial of the deceased patrol member. Ritai is the leader of the vigilantes who, despite poverty and the lack of any government support, roam the land to protect the endangered Tibetan antelope from extinction. Admitted into the patrol, Ga becomes a sort of embedded journalist in the hunt for the poachers across Kekexili. The patrol team hunts down a family of poachers and learns from them the whereabouts of their gunman and leader. But the long journey means they can no longer afford to follow on with the entire team and captured poachers. They release the poachers and send one of...",Action
"The story is set during the reign of King George III, in Bristol, England, where young Benjamin Blake , son of the deceased Baronet of Breetholm is taken from his commoner grandfather, gunsmith Amos Kidder ([[Harry Davenport , and forced to serve his vengeful uncle, Sir Arthur Blake . Arthur inherited the title and land from his brother Godfrey, and fears that Ben may not have been born out of wedlock and might claim his inheritance. He compels the boy to become his ward and bonded servant, giving Arthur life-and-death power over the lad. Ben runs away to his grandfather, but rather than force the old man to live a life on the run, returns to Breetholm, vowing to endure whatever he must in order to one day prove himself a ""true Blake"" and recover his birthright. Ben, now a young man , has fallen in love with Isabel ,...",Action
"Dr. Kaff , an evil scientist bent on world domination, creates an army of giant robots to kidnap world-class athletes and conquer the world. To fight off this attack, Dr. Kim creates Robot Taekwon V. Kim Hoon, the taekwon-do champion eldest son of Dr Kim, pilots Robot Taekwon V either mechanically or through his physical power by merging his taekwon-do movements with the robot. Comic relief is provided by Kim Hoon's younger buddy, elementary school student Kim Cheol. He has fashioned himself as ""Tin-Can Robot Cheol"" by cutting eyeholes in a tea kettle and wearing it on his head. Kim Hoon's girlfriend, Yoon Yeong-hee, is a pilot and taekwon-do practitioner. She can also operate Robot Taekwon V with buttons and levers, and pilots Kim Hoon in and out of the robot.{{Cite web}}",Action
"The film is set in the first winter of the Korean War during the Red Chinese intervention . The story follows the fate of a lone 48 man platoon left as a rear guard to defend a choke point, to cover the withdrawal of their division over an exposed bridge. The subplot explores the psychological makeup of the individuals charged with leadership of the platoon, and therein examines the nature of service and valor. Ultimately command of the platoon falls upon Cpl. Denno , who has an innate aversion to responsibility for the lives of others.",Action
"Dolemite is a pimp who was set up by Willie Greene and the cops, who have planted drugs, stolen furs, and guns in his trunk and got him sentenced to 20 years in jail. One day, Queen B and a warden planned to get him out of Jail and get Willie Green and Mitchell busted for what they did to him. However, Dolemite is no stupid man and has a lot of warriors backing him, such as his call girls, who are Karate Experts--and lots more....",Action
"Seven years after the events in the first film, Luc Devereaux , now an ordinary human, is a technical expert who is working with the government with his partner Maggie , who has been through countless hours of combat training with him, in order to refine and perfect the UniSol program in an effort to make a new, stronger breed of soldier that is more sophisticated, intelligent, to spare using living soldiers in the battlefield. All of the new UniSols, which are faster and stronger than the original UniSols, are connected through an artificially intelligent computer system called S.E.T.H. , a Self-Evolving Thought Helix. When S.E.T.H. discovers that the Universal Soldier program is scheduled to be shut down because of budget cuts, it takes matters upon itself to protect its life. Killing those who try to shut off his power, and unleashing his platoon of super soldiers, led by the...",Action
"Aar Paar is an action film in starring Nutan and Mithun Chakraborty in lead roles supported by Mandakini, Ranjeet and Sadashiv Amrapurkar and Rajesh Khanna in a Special appearance.",Action
"The film is set in France during the Seven Years' War. As the film begins, Fanfan is a charming, attractive young man who is trying to escape a shotgun marriage. At this vulnerable point in his life, he is approached by the daughter of a recruiting officer, Adeline , who tells him that if he joins the army, he will find fame, fortune, and will marry the king's daughter. Accordingly he joins the army, only to discover that she made the whole thing up in order for her father to get a recruiting bonus. Nevertheless, encouraged by a series of improbable circumstances, he accepts her prediction as his destiny. A series of events ensues which shows off to great advantage his athleticism and leadership ability. As the film progresses, we become aware of a developing attraction between himself and Adeline which however conflicts with his perceived “destiny” of marrying a...",Action
